session_id,market_time,market_id,market_name,market_price,fundamental_price
0,0,0,Market_1,20000.0,20000.0
0,1,0,Market_1,20000.0,20000.0
0,2,0,Market_1,20000.0,20000.0
0,3,0,Market_1,20000.0,20000.0
0,4,0,Market_1,20000.0,20000.0
0,5,0,Market_1,20000.0,20000.0
0,6,0,Market_1,20000.0,20000.0
0,7,0,Market_1,20000.0,20000.0
0,8,0,Market_1,20000.0,20000.0
0,9,0,Market_1,20000.0,20000.0
0,10,0,Market_1,20000.0,20000.0
0,11,0,Market_1,20000.0,20000.0
0,12,0,Market_1,20000.0,20000.0
0,13,0,Market_1,20000.0,20000.0
0,14,0,Market_1,20000.0,20000.0
0,15,0,Market_1,20000.0,20000.0
0,16,0,Market_1,20000.0,20000.0
0,17,0,Market_1,20000.0,20000.0
0,18,0,Market_1,20000.0,20000.0
0,19,0,Market_1,20000.0,20000.0
0,20,0,Market_1,20000.0,20000.0
0,21,0,Market_1,20000.0,20000.0
0,22,0,Market_1,20000.0,20000.0
0,23,0,Market_1,20000.0,20000.0
0,24,0,Market_1,20000.0,20000.0
0,25,0,Market_1,20000.0,20000.0
0,26,0,Market_1,20000.0,20000.0
0,27,0,Market_1,20000.0,20000.0
0,28,0,Market_1,20000.0,20000.0
0,29,0,Market_1,20000.0,20000.0
0,30,0,Market_1,20000.0,20000.0
0,31,0,Market_1,20000.0,20000.0
0,32,0,Market_1,20000.0,20000.0
0,33,0,Market_1,20000.0,20000.0
0,34,0,Market_1,20000.0,20000.0
0,35,0,Market_1,20000.0,20000.0
0,36,0,Market_1,20000.0,20000.0
0,37,0,Market_1,20000.0,20000.0
0,38,0,Market_1,20000.0,20000.0
0,39,0,Market_1,20000.0,20000.0
0,40,0,Market_1,20000.0,20000.0
0,41,0,Market_1,20000.0,20000.0
0,42,0,Market_1,20000.0,20000.0
0,43,0,Market_1,20000.0,20000.0
0,44,0,Market_1,20000.0,20000.0
0,45,0,Market_1,20000.0,20000.0
0,46,0,Market_1,20000.0,20000.0
0,47,0,Market_1,20000.0,20000.0
0,48,0,Market_1,20000.0,20000.0
0,49,0,Market_1,20000.0,20000.0
0,50,0,Market_1,20000.0,20000.0
0,51,0,Market_1,20000.0,20000.0
0,52,0,Market_1,20000.0,20000.0
0,53,0,Market_1,20000.0,20000.0
0,54,0,Market_1,20000.0,20000.0
0,55,0,Market_1,20000.0,20000.0
0,56,0,Market_1,20000.0,20000.0
0,57,0,Market_1,20000.0,20000.0
0,58,0,Market_1,20000.0,20000.0
0,59,0,Market_1,20000.0,20000.0
0,60,0,Market_1,20000.0,20000.0
0,61,0,Market_1,20000.0,20000.0
0,62,0,Market_1,20000.0,20000.0
0,63,0,Market_1,20000.0,20000.0
0,64,0,Market_1,20000.0,20000.0
0,65,0,Market_1,20000.0,20000.0
0,66,0,Market_1,20000.0,20000.0
0,67,0,Market_1,20000.0,20000.0
0,68,0,Market_1,20000.0,20000.0
0,69,0,Market_1,20000.0,20000.0
0,70,0,Market_1,20000.0,20000.0
0,71,0,Market_1,20000.0,20000.0
0,72,0,Market_1,20000.0,20000.0
0,73,0,Market_1,20000.0,20000.0
0,74,0,Market_1,20000.0,20000.0
0,75,0,Market_1,20000.0,20000.0
0,76,0,Market_1,20000.0,20000.0
0,77,0,Market_1,20000.0,20000.0
0,78,0,Market_1,20000.0,20000.0
0,79,0,Market_1,20000.0,20000.0
0,80,0,Market_1,20000.0,20000.0
0,81,0,Market_1,20000.0,20000.0
0,82,0,Market_1,20000.0,20000.0
0,83,0,Market_1,20000.0,20000.0
0,84,0,Market_1,20000.0,20000.0
0,85,0,Market_1,20000.0,20000.0
0,86,0,Market_1,20000.0,20000.0
0,87,0,Market_1,20000.0,20000.0
0,88,0,Market_1,20000.0,20000.0
0,89,0,Market_1,20000.0,20000.0
0,90,0,Market_1,20000.0,20000.0
0,91,0,Market_1,20000.0,20000.0
0,92,0,Market_1,20000.0,20000.0
0,93,0,Market_1,20000.0,20000.0
0,94,0,Market_1,20000.0,20000.0
0,95,0,Market_1,20000.0,20000.0
0,96,0,Market_1,20000.0,20000.0
0,97,0,Market_1,20000.0,20000.0
0,98,0,Market_1,20000.0,20000.0
0,99,0,Market_1,20000.0,20000.0
1,100,0,Market_1,20055.010000000002,20000.0
1,101,0,Market_1,20088.010000000002,20000.0
1,102,0,Market_1,20088.010000000002,20000.0
1,103,0,Market_1,20088.010000000002,20000.0
1,104,0,Market_1,20173.81,20000.0
1,105,0,Market_1,20173.81,20000.0
1,106,0,Market_1,20173.81,20000.0
1,107,0,Market_1,20192.28,20000.0
1,108,0,Market_1,20004.65,20000.0
1,109,0,Market_1,20004.65,20000.0
1,110,0,Market_1,20004.65,20000.0
1,111,0,Market_1,20196.56,20000.0
1,112,0,Market_1,20196.56,20000.0
1,113,0,Market_1,20196.56,20000.0
1,114,0,Market_1,20296.72,20000.0
1,115,0,Market_1,20296.72,20000.0
1,116,0,Market_1,20296.72,20000.0
1,117,0,Market_1,20296.72,20000.0
1,118,0,Market_1,20296.72,20000.0
1,119,0,Market_1,20296.72,20000.0
1,120,0,Market_1,20296.72,20000.0
1,121,0,Market_1,20296.72,20000.0
1,122,0,Market_1,20380.73,20000.0
1,123,0,Market_1,20212.09,20000.0
1,124,0,Market_1,20212.09,20000.0
1,125,0,Market_1,20109.010000000002,20000.0
1,126,0,Market_1,20109.010000000002,20000.0
1,127,0,Market_1,20109.010000000002,20000.0
1,128,0,Market_1,20109.010000000002,20000.0
1,129,0,Market_1,20109.010000000002,20000.0
1,130,0,Market_1,20109.010000000002,20000.0
1,131,0,Market_1,20171.14,20000.0
1,132,0,Market_1,19957.63,20000.0
1,133,0,Market_1,19957.63,20000.0
1,134,0,Market_1,19957.63,20000.0
1,135,0,Market_1,19957.63,20000.0
1,136,0,Market_1,20398.74,20000.0
1,137,0,Market_1,20398.74,20000.0
1,138,0,Market_1,20398.74,20000.0
1,139,0,Market_1,20398.74,20000.0
1,140,0,Market_1,20398.74,20000.0
1,141,0,Market_1,19951.96,20000.0
1,142,0,Market_1,19951.96,20000.0
1,143,0,Market_1,19951.96,20000.0
1,144,0,Market_1,19928.2,20000.0
1,145,0,Market_1,19928.2,20000.0
1,146,0,Market_1,19928.2,20000.0
1,147,0,Market_1,19928.2,20000.0
1,148,0,Market_1,19928.2,20000.0
1,149,0,Market_1,19928.2,20000.0
1,150,0,Market_1,19928.2,20000.0
1,151,0,Market_1,19928.2,20000.0
1,152,0,Market_1,19988.68,20000.0
1,153,0,Market_1,19988.68,20000.0
1,154,0,Market_1,20450.29,20000.0
1,155,0,Market_1,20457.45,20000.0
1,156,0,Market_1,20457.45,20000.0
1,157,0,Market_1,20491.56,20000.0
1,158,0,Market_1,20491.56,20000.0
1,159,0,Market_1,19950.850000000002,20000.0
1,160,0,Market_1,19950.850000000002,20000.0
1,161,0,Market_1,19950.850000000002,20000.0
1,162,0,Market_1,19950.850000000002,20000.0
1,163,0,Market_1,19950.850000000002,20000.0
1,164,0,Market_1,19950.850000000002,20000.0
1,165,0,Market_1,19875.36,20000.0
1,166,0,Market_1,19875.36,20000.0
1,167,0,Market_1,19875.36,20000.0
1,168,0,Market_1,19872.0,20000.0
1,169,0,Market_1,19872.0,20000.0
1,170,0,Market_1,19872.0,20000.0
1,171,0,Market_1,19872.0,20000.0
1,172,0,Market_1,19872.0,20000.0
1,173,0,Market_1,19757.33,20000.0
1,174,0,Market_1,19757.33,20000.0
1,175,0,Market_1,19757.33,20000.0
1,176,0,Market_1,19757.33,20000.0
1,177,0,Market_1,20337.48,20000.0
1,178,0,Market_1,19882.25,20000.0
1,179,0,Market_1,19882.25,20000.0
1,180,0,Market_1,19882.25,20000.0
1,181,0,Market_1,19882.25,20000.0
1,182,0,Market_1,19882.25,20000.0
1,183,0,Market_1,19882.25,20000.0
1,184,0,Market_1,19882.25,20000.0
1,185,0,Market_1,19882.25,20000.0
1,186,0,Market_1,19882.25,20000.0
1,187,0,Market_1,19882.25,20000.0
1,188,0,Market_1,19882.25,20000.0
1,189,0,Market_1,20094.95,20000.0
1,190,0,Market_1,20094.95,20000.0
1,191,0,Market_1,20094.95,20000.0
1,192,0,Market_1,20094.95,20000.0
1,193,0,Market_1,20094.95,20000.0
1,194,0,Market_1,20229.71,20000.0
1,195,0,Market_1,20229.71,20000.0
1,196,0,Market_1,20229.71,20000.0
1,197,0,Market_1,19755.5,20000.0
1,198,0,Market_1,19731.37,20000.0
1,199,0,Market_1,19731.37,20000.0
1,200,0,Market_1,19982.170000000002,20000.0
1,201,0,Market_1,19982.170000000002,20000.0
1,202,0,Market_1,19982.170000000002,20000.0
1,203,0,Market_1,19722.94,20000.0
1,204,0,Market_1,19722.94,20000.0
1,205,0,Market_1,19722.94,20000.0
1,206,0,Market_1,19722.94,20000.0
1,207,0,Market_1,19722.94,20000.0
1,208,0,Market_1,19722.94,20000.0
1,209,0,Market_1,20120.94,20000.0
1,210,0,Market_1,20120.94,20000.0
1,211,0,Market_1,20120.94,20000.0
1,212,0,Market_1,20120.94,20000.0
1,213,0,Market_1,19988.44,20000.0
1,214,0,Market_1,19898.12,20000.0
1,215,0,Market_1,19692.55,20000.0
1,216,0,Market_1,19692.55,20000.0
1,217,0,Market_1,19692.55,20000.0
1,218,0,Market_1,20117.79,20000.0
1,219,0,Market_1,20117.79,20000.0
1,220,0,Market_1,20117.79,20000.0
1,221,0,Market_1,19692.43,20000.0
1,222,0,Market_1,19626.3,20000.0
1,223,0,Market_1,19626.3,20000.0
1,224,0,Market_1,19626.3,20000.0
1,225,0,Market_1,19626.3,20000.0
1,226,0,Market_1,19626.3,20000.0
1,227,0,Market_1,20373.260000000002,20000.0
1,228,0,Market_1,20373.260000000002,20000.0
1,229,0,Market_1,20373.260000000002,20000.0
